WARNING (------): DXF version not recognised or not release 12-15.
ASCII DXF release 15 is recommended
XRECORD: name="ACDB_RECOMPOSE_DATA", handle="4C1", group="280", value="     1"
WARNING (043936): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043938): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043940): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043942): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043944): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043946): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043948): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043950): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043952): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043990): XRECORD object group 270 unknown/not supported - ignored.
WARNING (043992): XRECORD object group 271 unknown/not supported - ignored.
WARNING (044030): XRECORD object group 270 unknown/not supported - ignored.
WARNING (044032): XRECORD object group 271 unknown/not supported - ignored.
WARNING (044070): XRECORD object group 270 unknown/not supported - ignored.
WARNING (044072): XRECORD object group 271 unknown/not supported - ignored.
WARNING (044928): XRECORD object group 270 unknown/not supported - ignored.
WARNING (044930): XRECORD object group 271 unknown/not supported - ignored.
WARNING (044968): XRECORD object group 270 unknown/not supported - ignored.
WARNING (044970): XRECORD object group 271 unknown/not supported - ignored.
WARNING (045010): XRECORD object group 1 unknown/not supported - ignored.
WARNING (045014): XRECORD object group 90 unknown/not supported - ignored.
WARNING (005500): BLOCK object group 3 unknown/not supported - ignored.
WARNING (005502): BLOCK object group 1 unknown/not supported - ignored.
SYMBOL: layer="0", name="*Model_Space", org=(0,0), 0 entities.
WARNING (005524): BLOCK object group 67 unknown/not supported - ignored.
WARNING (005540): BLOCK object group 3 unknown/not supported - ignored.
WARNING (005542): BLOCK object group 1 unknown/not supported - ignored.
SYMBOL: layer="0", name="*Paper_Space", org=(0,0), 0 entities.
WARNING (005552): BLOCKS section group 67 unknown/not supported - ignored.
WARNING (005566): BLOCK object group 67 unknown/not supported - ignored.
WARNING (005582): BLOCK object group 3 unknown/not supported - ignored.
WARNING (005584): BLOCK object group 1 unknown/not supported - ignored.
SYMBOL: layer="0", name="*Paper_Space0", org=(0,0), 0 entities.
WARNING (005594): BLOCKS section group 67 unknown/not supported - ignored.
WARNING (005622): BLOCK object group 3 unknown/not supported - ignored.
WARNING (005624): BLOCK object group 1 unknown/not supported - ignored.
LINE entity, line 5626
WARNING (005636): LINE/3DLINE entity group 6 unknown/not supported - ignored.
WARNING (005640): LINE/3DLINE entity group 370 unknown/not supported - ignored.
LINE: layer="0", p1=(-2540,423), p2=(0,0)
LINE entity, line 5656
WARNING (005666): LINE/3DLINE entity group 6 unknown/not supported - ignored.
WARNING (005670): LINE/3DLINE entity group 370 unknown/not supported - ignored.
LINE: layer="0", p1=(0,0), p2=(-2540,-423)
LINE entity, line 5686
WARNING (005696): LINE/3DLINE entity group 6 unknown/not supported - ignored.
WARNING (005700): LINE/3DLINE entity group 370 unknown/not supported - ignored.
LINE: layer="0", p1=(-2540,423), p2=(-2540,-423)
LINE entity, line 5716
WARNING (005726): LINE/3DLINE entity group 6 unknown/not supported - ignored.
WARNING (005730): LINE/3DLINE entity group 370 unknown/not supported - ignored.
LINE: layer="0", p1=(0,0), p2=(-2540,0)
SYMBOL: layer="0", name="_Closed", org=(0,0), 4 entities.
WARNING (005780): BLOCK object group 3 unknown/not supported - ignored.
WARNING (005782): BLOCK object group 1 unknown/not supported - ignored.
POLYLINE entity, line 5784
WARNING (005816): VERTEX entity group 8 unknown/not supported - ignored.
WARNING (005838): VERTEX entity group 8 unknown/not supported - ignored.
WARNING (005860): VERTEX entity group 8 unknown/not supported - ignored.
WARNING (005882): VERTEX entity group 8 unknown/not supported - ignored.
POLYLINE: layer="0", flags=0x80, #pts=4, 0=(0,2540), 1=(0,-2540), 2=(-2540,0), 3=(0,2540)
SOLID entity, line 5908
R.SOLID: TESTING l1=(0,2540)(0,2540) and l2=(0,-2540)(-2540,0) - No twist in boundary.
R.SOLID: layer="0", p1=(0,2540), p2=(0,-2540), p3=(-2540,0) p4=(0,2540)
SYMBOL: layer="0", name="DatumFilled45", org=(0,0), 2 entities.
WARNING (005980): BLOCK object group 3 unknown/not supported - ignored.
WARNING (005982): BLOCK object group 1 unknown/not supported - ignored.
LINE entity, line 5984
LINE: layer="0", p1=(-2540,0), p2=(0,0)
POLYLINE entity, line 6010
WARNING (006042): VERTEX entity group 8 unknown/not supported - ignored.
WARNING (006064): VERTEX entity group 8 unknown/not supported - ignored.
WARNING (006086): VERTEX entity group 8 unknown/not supported - ignored.
WARNING (006108): VERTEX entity group 8 unknown/not supported - ignored.
POLYLINE: layer="0", flags=0x80, #pts=4, 0=(-2540,-253), 1=(0,0), 2=(-2540,253), 3=(-2540,-253)
SOLID entity, line 6134
R.SOLID: TESTING l1=(-2540,-253)(-2540,-253) and l2=(0,0)(-2540,253) - No twist in boundary.
R.SOLID: layer="0", p1=(-2540,-253), p2=(0,0), p3=(-2540,253) p4=(-2540,-253)
LINE entity, line 6172
LINE: layer="0", p1=(-2540,-253), p2=(0,0)
LINE entity, line 6198
LINE: layer="0", p1=(0,0), p2=(-2540,253)
LINE entity, line 6224
LINE: layer="0", p1=(-2540,253), p2=(-2540,-253)
SYMBOL: layer="0", name="Filled-1", org=(0,0), 6 entities.
WARNING (006284): BLOCK object group 3 unknown/not supported - ignored.
WARNING (006286): BLOCK object group 1 unknown/not supported - ignored.
POLYLINE entity, line 6288
WARNING (006318): VERTEX entity group 8 unknown/not supported - ignored.
WARNING (006338): VERTEX entity group 8 unknown/not supported - ignored.
WARNING (006358): VERTEX entity group 8 unknown/not supported - ignored.
WARNING (006378): VERTEX entity group 8 unknown/not supported - ignored.
WARNING (006398): VERTEX entity group 8 unknown/not supported - ignored.
POLYLINE: layer="Border (ANSI)", flags=0x80, #pts=5, 0=(32258,64516), 1=(32258,1354836), 2=(2161286,1354836), 3=(2161286,64516), 4=(32258,64516)
POLYLINE entity, line 6420
WARNING (006450): VERTEX entity group 8 unknown/not supported - ignored.
WARNING (006470): VERTEX entity group 8 unknown/not supported - ignored.
WARNING (006490): VERTEX entity group 8 unknown/not supported - ignored.
WARNING (006510): VERTEX entity group 8 unknown/not supported - ignored.
WARNING (006530): VERTEX entity group 8 unknown/not supported - ignored.
POLYLINE: layer="Border (ANSI)", flags=0x80, #pts=5, 0=(1096772,38710), 1=(1096772,64516), 2=(1089322,51613), 3=(1104222,51613), 4=(1096772,64516)
POLYLINE entity, line 6552
WARNING (006582): VERTEX entity group 8 unknown/not supported - ignored.
WARNING (006602): VERTEX entity group 8 unknown/not supported - ignored.
WARNING (006622): VERTEX entity group 8 unknown/not supported - ignored.
WARNING (006642): VERTEX entity group 8 unknown/not supported - ignored.
WARNING (006662): VERTEX entity group 8 unknown/not supported - ignored.
POLYLINE: layer="Border (ANSI)", flags=0x80, #pts=5, 0=(1096772,1380642), 1=(1096772,1354836), 2=(1089322,1367739), 3=(1104222,1367739), 4=(1096772,1354836)
POLYLINE entity, line 6684
WARNING (006714): VERTEX entity group 8 unknown/not supported - ignored.
WARNING (006734): VERTEX entity group 8 unknown/not supported - ignored.
WARNING (006754): VERTEX entity group 8 unknown/not supported - ignored.
WARNING (006774): VERTEX entity group 8 unknown/not supported - ignored.
WARNING (006794): VERTEX entity group 8 unknown/not supported - ignored.
POLYLINE: layer="Border (ANSI)", flags=0x80, #pts=5, 0=(6452,709676), 1=(32258,709676), 2=(19355,717126), 3=(19355,702226), 4=(32258,709676)
POLYLINE entity, line 6816
WARNING (006846): VERTEX entity group 8 unknown/not supported - ignored.
WARNING (006866): VERTEX entity group 8 unknown/not supported - ignored.
WARNING (006886): VERTEX entity group 8 unknown/not supported - ignored.
WARNING (006906): VERTEX entity group 8 unknown/not supported - ignored.
WARNING (006926): VERTEX entity group 8 unknown/not supported - ignored.
POLYLINE: layer="Border (ANSI)", flags=0x80, #pts=5, 0=(2187092,709676), 1=(2161286,709676), 2=(2174189,717126), 3=(2174189,702226), 4=(2161286,709676)
LINE entity, line 6948
LINE: layer="Border (ANSI)", p1=(274193,64516), p2=(274193,54193)
LINE entity, line 6972
LINE: layer="Border (ANSI)", p1=(274193,1354836), p2=(274193,1365159)
LINE entity, line 6996
LINE: layer="Border (ANSI)", p1=(548386,64516), p2=(548386,54193)
LINE entity, line 7020
LINE: layer="Border (ANSI)", p1=(548386,1354836), p2=(548386,1365159)
LINE entity, line 7044
LINE: layer="Border (ANSI)", p1=(822579,64516), p2=(822579,54193)
LINE entity, line 7068
LINE: layer="Border (ANSI)", p1=(822579,1354836), p2=(822579,1365159)
LINE entity, line 7092
LINE: layer="Border (ANSI)", p1=(1370965,64516), p2=(1370965,54193)
LINE entity, line 7116
LINE: layer="Border (ANSI)", p1=(1370965,1354836), p2=(1370965,1365159)
LINE entity, line 7140
LINE: layer="Border (ANSI)", p1=(1645158,64516), p2=(1645158,54193)
LINE entity, line 7164
LINE: layer="Border (ANSI)", p1=(1645158,1354836), p2=(1645158,1365159)
LINE entity, line 7188
LINE: layer="Border (ANSI)", p1=(1919351,64516), p2=(1919351,54193)
LINE entity, line 7212
LINE: layer="Border (ANSI)", p1=(1919351,1354836), p2=(1919351,1365159)
MTEXT entity, line 7236
WARNING (007236): Entity expected, found 'MTEXT' - ignored.
MTEXT entity, line 7272
WARNING (007272): Entity expected, found 'MTEXT' - ignored.
MTEXT entity, line 7308
WARNING (007308): Entity expected, found 'MTEXT' - ignored.
MTEXT entity, line 7344
WARNING (007344): Entity expected, found 'MTEXT' - ignored.
MTEXT entity, line 7380
WARNING (007380): Entity expected, found 'MTEXT' - ignored.
MTEXT entity, line 7416
WARNING (007416): Entity expected, found 'MTEXT' - ignored.
MTEXT entity, line 7452
WARNING (007452): Entity expected, found 'MTEXT' - ignored.
MTEXT entity, line 7488
WARNING (007488): Entity expected, found 'MTEXT' - ignored.
MTEXT entity, line 7524
WARNING (007524): Entity expected, found 'MTEXT' - ignored.
MTEXT entity, line 7560
WARNING (007560): Entity expected, found 'MTEXT' - ignored.
MTEXT entity, line 7596
WARNING (007596): Entity expected, found 'MTEXT' - ignored.
MTEXT entity, line 7632
WARNING (007632): Entity expected, found 'MTEXT' - ignored.
MTEXT entity, line 7668
WARNING (007668): Entity expected, found 'MTEXT' - ignored.
MTEXT entity, line 7704
WARNING (007704): Entity expected, found 'MTEXT' - ignored.
MTEXT entity, line 7740
WARNING (007740): Entity expected, found 'MTEXT' - ignored.
MTEXT entity, line 7776
WARNING (007776): Entity expected, found 'MTEXT' - ignored.
LINE entity, line 7812
LINE: layer="Border (ANSI)", p1=(32258,354838), p2=(21935,354838)
LINE entity, line 7836
LINE: layer="Border (ANSI)", p1=(2161286,354838), p2=(2171609,354838)
LINE entity, line 7860
LINE: layer="Border (ANSI)", p1=(32258,1064514), p2=(21935,1064514)
LINE entity, line 7884
LINE: layer="Border (ANSI)", p1=(2161286,1064514), p2=(2171609,1064514)
MTEXT entity, line 7908
WARNING (007908): Entity expected, found 'MTEXT' - ignored.
MTEXT entity, line 7944
WARNING (007944): Entity expected, found 'MTEXT' - ignored.
MTEXT entity, line 7980
WARNING (007980): Entity expected, found 'MTEXT' - ignored.
MTEXT entity, line 8016
WARNING (008016): Entity expected, found 'MTEXT' - ignored.
MTEXT entity, line 8052
WARNING (008052): Entity expected, found 'MTEXT' - ignored.
MTEXT entity, line 8088
WARNING (008088): Entity expected, found 'MTEXT' - ignored.
MTEXT entity, line 8124
WARNING (008124): Entity expected, found 'MTEXT' - ignored.
MTEXT entity, line 8160
WARNING (008160): Entity expected, found 'MTEXT' - ignored.
SYMBOL: layer="Border (ANSI)", name="Borders Default Border", org=(0,0), 21 entities.
WARNING (008230): BLOCK object group 3 unknown/not supported - ignored.
WARNING (008232): BLOCK object group 1 unknown/not supported - ignored.
LINE entity, line 8234
LINE: layer="Title (ANSI)", p1=(322581,480643), p2=(322581,319353)
LINE entity, line 8258
LINE: layer="Title (ANSI)", p1=(322581,319353), p2=(822580,319353)
LINE entity, line 8282
LINE: layer="Title (ANSI)", p1=(822580,319353), p2=(822580,480643)
LINE entity, line 8306
LINE: layer="Title (ANSI)", p1=(822580,480643), p2=(322581,480643)
LINE entity, line 8330
WARNING (008340): LINE/3DLINE entity group 370 unknown/not supported - ignored.
LINE: layer="Title (ANSI)", p1=(500000,319353), p2=(500000,480643)
LINE entity, line 8356
WARNING (008366): LINE/3DLINE entity group 370 unknown/not supported - ignored.
LINE: layer="Title (ANSI)", p1=(500000,440643), p2=(822580,440643)
LINE entity, line 8382
WARNING (008392): LINE/3DLINE entity group 370 unknown/not supported - ignored.
LINE: layer="Title (ANSI)", p1=(822580,367740), p2=(500000,367740)
LINE entity, line 8408
WARNING (008418): LINE/3DLINE entity group 370 unknown/not supported - ignored.
LINE: layer="Title (ANSI)", p1=(822580,335482), p2=(500000,335482)
LINE entity, line 8434
WARNING (008444): LINE/3DLINE entity group 370 unknown/not supported - ignored.
LINE: layer="Title (ANSI)", p1=(500000,335482), p2=(322581,335482)
LINE entity, line 8460
WARNING (008470): LINE/3DLINE entity group 370 unknown/not supported - ignored.
LINE: layer="Title (ANSI)", p1=(532258,335482), p2=(532258,367740)
LINE entity, line 8486
WARNING (008496): LINE/3DLINE entity group 370 unknown/not supported - ignored.
LINE: layer="Title (ANSI)", p1=(572258,335482), p2=(572258,319353)
LINE entity, line 8512
WARNING (008522): LINE/3DLINE entity group 370 unknown/not supported - ignored.
LINE: layer="Title (ANSI)", p1=(596774,335482), p2=(596774,367740)
LINE entity, line 8538
WARNING (008548): LINE/3DLINE entity group 370 unknown/not supported - ignored.
LINE: layer="Title (ANSI)", p1=(693548,335482), p2=(693548,319353)
LINE entity, line 8564
WARNING (008574): LINE/3DLINE entity group 370 unknown/not supported - ignored.
LINE: layer="Title (ANSI)", p1=(790322,335482), p2=(790322,367740)
LINE entity, line 8590
WARNING (008600): LINE/3DLINE entity group 370 unknown/not supported - ignored.
LINE: layer="Title (ANSI)", p1=(435484,319353), p2=(435484,480643)
LINE entity, line 8616
WARNING (008626): LINE/3DLINE entity group 370 unknown/not supported - ignored.
LINE: layer="Title (ANSI)", p1=(322581,359676), p2=(500000,359676)
LINE entity, line 8642
WARNING (008652): LINE/3DLINE entity group 370 unknown/not supported - ignored.
LINE: layer="Title (ANSI)", p1=(322581,383869), p2=(500000,383869)
LINE entity, line 8668
WARNING (008678): LINE/3DLINE entity group 370 unknown/not supported - ignored.
LINE: layer="Title (ANSI)", p1=(322581,408063), p2=(500000,408063)
LINE entity, line 8694
WARNING (008704): LINE/3DLINE entity group 370 unknown/not supported - ignored.
LINE: layer="Title (ANSI)", p1=(322581,432256), p2=(500000,432256)
LINE entity, line 8720
WARNING (008730): LINE/3DLINE entity group 370 unknown/not supported - ignored.
LINE: layer="Title (ANSI)", p1=(322581,456450), p2=(500000,456450)
MTEXT entity, line 8746
WARNING (008746): Entity expected, found 'MTEXT' - ignored.
TEXT entity, line 8782
WARNING (008804): TEXT entity group 7 unknown/not supported - ignored.
WARNING (008814): TEXT entity group 73 unknown/not supported - ignored.
TEXT [DRAWN], ip=(324516,472256), rp=(324516,478708), rot=0.0ø, mir=0, jf=0, ch=6452, xsf=1.000000
TEXT: layer="Title (ANSI)", text="DRAWN", o=(324516,472256), r=0.0ø, mf=0000, ch=6452, cw=6452, jf=0000
TEXT entity, line 8816
WARNING (008838): TEXT entity group 7 unknown/not supported - ignored.
WARNING (008848): TEXT entity group 73 unknown/not supported - ignored.
TEXT [CHECKED], ip=(324516,448063), rp=(324516,454514), rot=0.0ø, mir=0, jf=0, ch=6452, xsf=1.000000
TEXT: layer="Title (ANSI)", text="CHECKED", o=(324516,448063), r=0.0ø, mf=0000, ch=6452, cw=6452, jf=0000
TEXT entity, line 8850
WARNING (008872): TEXT entity group 7 unknown/not supported - ignored.
WARNING (008882): TEXT entity group 73 unknown/not supported - ignored.
TEXT [QA], ip=(324516,423869), rp=(324516,430321), rot=0.0ø, mir=0, jf=0, ch=6452, xsf=1.000000
TEXT: layer="Title (ANSI)", text="QA", o=(324516,423869), r=0.0ø, mf=0000, ch=6452, cw=6452, jf=0000
TEXT entity, line 8884
WARNING (008906): TEXT entity group 7 unknown/not supported - ignored.
WARNING (008916): TEXT entity group 73 unknown/not supported - ignored.
TEXT [MFG], ip=(324516,399676), rp=(324516,406127), rot=0.0ø, mir=0, jf=0, ch=6452, xsf=1.000000
TEXT: layer="Title (ANSI)", text="MFG", o=(324516,399676), r=0.0ø, mf=0000, ch=6452, cw=6452, jf=0000
TEXT entity, line 8918
WARNING (008940): TEXT entity group 7 unknown/not supported - ignored.
WARNING (008950): TEXT entity group 73 unknown/not supported - ignored.
TEXT [APPROVED], ip=(324516,375482), rp=(324516,381934), rot=0.0ø, mir=0, jf=0, ch=6452, xsf=1.000000
TEXT: layer="Title (ANSI)", text="APPROVED", o=(324516,375482), r=0.0ø, mf=0000, ch=6452, cw=6452, jf=0000
TEXT entity, line 8952
WARNING (008974): TEXT entity group 7 unknown/not supported - ignored.
WARNING (008984): TEXT entity group 73 unknown/not supported - ignored.
TEXT [DWG NO], ip=(598709,359353), rp=(598709,365805), rot=0.0ø, mir=0, jf=0, ch=6452, xsf=1.000000
TEXT: layer="Title (ANSI)", text="DWG NO", o=(598709,359353), r=0.0ø, mf=0000, ch=6452, cw=6452, jf=0000
TEXT entity, line 8986
WARNING (009008): TEXT entity group 7 unknown/not supported - ignored.
WARNING (009018): TEXT entity group 73 unknown/not supported - ignored.
TEXT [TITLE], ip=(501935,432256), rp=(501935,438708), rot=0.0ø, mir=0, jf=0, ch=6452, xsf=1.000000
TEXT: layer="Title (ANSI)", text="TITLE", o=(501935,432256), r=0.0ø, mf=0000, ch=6452, cw=6452, jf=0000
TEXT entity, line 9020
WARNING (009042): TEXT entity group 7 unknown/not supported - ignored.
WARNING (009054): TEXT entity group 73 unknown/not supported - ignored.
TEXT [SIZE], ip=(507032,359353), rp=(516129,365805), rot=0.0ø, mir=0, jf=1, ch=6452, xsf=1.000000
TEXT: layer="Title (ANSI)", text="SIZE", o=(516129,365805), r=0.0ø, mf=0000, ch=6452, cw=6452, jf=0002
TEXT entity, line 9056
WARNING (009078): TEXT entity group 7 unknown/not supported - ignored.
WARNING (009088): TEXT entity group 73 unknown/not supported - ignored.
TEXT [SCALE], ip=(501935,327095), rp=(501935,333547), rot=0.0ø, mir=0, jf=0, ch=6452, xsf=1.000000
TEXT: layer="Title (ANSI)", text="SCALE", o=(501935,327095), r=0.0ø, mf=0000, ch=6452, cw=6452, jf=0000
TEXT entity, line 9090
WARNING (009112): TEXT entity group 7 unknown/not supported - ignored.
WARNING (009124): TEXT entity group 73 unknown/not supported - ignored.
TEXT [REV], ip=(798543,359353), rp=(806451,365805), rot=0.0ø, mir=0, jf=1, ch=6452, xsf=1.000000
TEXT: layer="Title (ANSI)", text="REV", o=(806451,365805), r=0.0ø, mf=0000, ch=6452, cw=6452, jf=0002
ATTDEF entity, line 9126
WARNING (009126): Entity expected, found 'ATTDEF' - ignored.
ATTDEF entity, line 9176
WARNING (009176): Entity expected, found 'ATTDEF' - ignored.
ATTDEF entity, line 9226
WARNING (009226): Entity expected, found 'ATTDEF' - ignored.
ATTDEF entity, line 9268
WARNING (009268): Entity expected, found 'ATTDEF' - ignored.
ATTDEF entity, line 9318
WARNING (009318): Entity expected, found 'ATTDEF' - ignored.
ATTDEF entity, line 9360
WARNING (009360): Entity expected, found 'ATTDEF' - ignored.
ATTDEF entity, line 9410
WARNING (009410): Entity expected, found 'ATTDEF' - ignored.
ATTDEF entity, line 9460
WARNING (009460): Entity expected, found 'ATTDEF' - ignored.
ATTDEF entity, line 9510
WARNING (009510): Entity expected, found 'ATTDEF' - ignored.
ATTDEF entity, line 9560
WARNING (009560): Entity expected, found 'ATTDEF' - ignored.
ATTDEF entity, line 9610
WARNING (009610): Entity expected, found 'ATTDEF' - ignored.
ATTDEF entity, line 9652
WARNING (009652): Entity expected, found 'ATTDEF' - ignored.
ATTDEF entity, line 9704
WARNING (009704): Entity expected, found 'ATTDEF' - ignored.
ATTDEF entity, line 9756
WARNING (009756): Entity expected, found 'ATTDEF' - ignored.
SYMBOL: layer="0", name="Title Blocks ANSI - Large", org=(0,0), 30 entities.
INSERT entity, line 9816
INSERT: layer="0", name="Borders Default Border", o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
INSERT entity, line 9836
INSERT: layer="0", name="Title Blocks ANSI - Large", o=(1338706,-254837), rot=0.0ø, xscale=1.000000, yscale=1.000000
WARNING (010502): Discarded 14 ATTRIB entities after INSERT entity.
Skipped ATTRIBs after INSERT entity. Resuming entity-scanning after line 10502.
WARNING (010504): ENTITIES section group 5 unknown/not supported - ignored.
WARNING (010506): ENTITIES section group 330 unknown/not supported - ignored.
WARNING (010508): ENTITIES section group 100 unknown/not supported - ignored.
LINE entity, line 10512
LINE: layer="Visible (ANSI)", p1=(512166,783159), p2=(594716,783159)
LINE entity, line 10536
LINE: layer="Visible (ANSI)", p1=(512166,831165), p2=(512166,783159)
LINE entity, line 10560
LINE: layer="Visible (ANSI)", p1=(594716,831165), p2=(512166,831165)
LINE entity, line 10584
LINE: layer="Visible (ANSI)", p1=(594716,783159), p2=(594716,831165)
LINE entity, line 10608
LINE: layer="Visible (ANSI)", p1=(595351,770840), p2=(595351,831800)
LINE entity, line 10632
LINE: layer="Visible (ANSI)", p1=(511531,770840), p2=(595351,770840)
LINE entity, line 10656
LINE: layer="Visible (ANSI)", p1=(511531,831800), p2=(511531,770840)
LINE entity, line 10680
LINE: layer="Visible (ANSI)", p1=(595351,831800), p2=(511531,831800)
CIRCLE entity, line 10704
CIRCLE: layer="Visible (ANSI)", c=(590906,763601), r=3810
LINE entity, line 10724
LINE: layer="Visible (ANSI)", p1=(595986,758521), p2=(595986,844119)
LINE entity, line 10748
LINE: layer="Visible (ANSI)", p1=(571221,758521), p2=(595986,758521)
CIRCLE entity, line 10772
CIRCLE: layer="Visible (ANSI)", c=(515976,763601), r=3810
LINE entity, line 10792
LINE: layer="Visible (ANSI)", p1=(510896,844119), p2=(510896,758521)
LINE entity, line 10816
LINE: layer="Visible (ANSI)", p1=(510896,758521), p2=(535661,758521)
CIRCLE entity, line 10840
CIRCLE: layer="Visible (ANSI)", c=(590906,836499), r=3810
CIRCLE entity, line 10860
CIRCLE: layer="Visible (ANSI)", c=(515976,836499), r=3810
LINE entity, line 10880
LINE: layer="Visible (ANSI)", p1=(535661,758521), p2=(535661,768681)
LINE entity, line 10904
LINE: layer="Visible (ANSI)", p1=(595986,844119), p2=(510896,844119)
LINE entity, line 10928
LINE: layer="Visible (ANSI)", p1=(571221,768681), p2=(571221,758521)
LINE entity, line 10952
LINE: layer="Visible (ANSI)", p1=(535661,768681), p2=(571221,768681)
LINE entity, line 10976
WARNING (010986): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(541182,844043), p2=(541182,837591)
LINE entity, line 11002
WARNING (011012): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(540537,843397), p2=(541182,844043)
LINE entity, line 11028
WARNING (011038): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(540537,838236), p2=(540537,843397)
LINE entity, line 11054
WARNING (011064): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(541182,837591), p2=(540537,838236)
LINE entity, line 11080
WARNING (011090): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(547634,844043), p2=(547634,837591)
LINE entity, line 11106
WARNING (011116): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(546989,843397), p2=(547634,844043)
LINE entity, line 11132
WARNING (011142): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(546344,844043), p2=(546989,843397)
LINE entity, line 11158
WARNING (011168): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(546344,844043), p2=(546344,837591)
LINE entity, line 11184
WARNING (011194): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(546989,838236), p2=(546344,837591)
LINE entity, line 11210
WARNING (011220): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(547634,837591), p2=(546989,838236)
LINE entity, line 11236
WARNING (011246): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(554086,844043), p2=(554086,837591)
LINE entity, line 11262
WARNING (011272): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(553441,843397), p2=(554086,844043)
LINE entity, line 11288
WARNING (011298): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(552795,844043), p2=(553441,843397)
LINE entity, line 11314
WARNING (011324): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(552795,844043), p2=(552795,837591)
LINE entity, line 11340
WARNING (011350): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(553441,838236), p2=(552795,837591)
LINE entity, line 11366
WARNING (011376): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(554086,837591), p2=(553441,838236)
LINE entity, line 11392
WARNING (011402): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(560537,844043), p2=(560537,837591)
LINE entity, line 11418
WARNING (011428): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(559892,843397), p2=(560537,844043)
LINE entity, line 11444
WARNING (011454): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(559247,844043), p2=(559892,843397)
LINE entity, line 11470
WARNING (011480): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(559247,844043), p2=(559247,837591)
LINE entity, line 11496
WARNING (011506): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(559892,838236), p2=(559247,837591)
LINE entity, line 11522
WARNING (011532): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(560537,837591), p2=(559892,838236)
LINE entity, line 11548
WARNING (011558): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(565699,844043), p2=(565699,837591)
LINE entity, line 11574
WARNING (011584): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(566344,838236), p2=(565699,837591)
LINE entity, line 11600
WARNING (011610): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(566344,843397), p2=(566344,838236)
LINE entity, line 11626
WARNING (011636): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(565699,844043), p2=(566344,843397)
LINE entity, line 11652
WARNING (011662): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(546344,837591), p2=(541182,837591)
LINE entity, line 11678
WARNING (011688): LINE/3DLINE entity group 48 unknown/not supported - ignored.
LINE: layer="Hidden (ANSI)", p1=(541182,844043), p2=(546344,844043)
LINE entity, line 11704
WARNING (011714): LINE/3DLINE entity group 48 unknown/not supported - ignored.
